E0,E1,E2,E3,E4,E5,F0,F1,F2,F3,F4,F5,L0,L1,L2,L3,L4,L5
1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,1,0,0
1,1,0,-1,-1,-1,0,0,0,0,0,0,1,0,1,0,1,0
2,2,1,-1,-1,-1,0,1,0,0,0,1,1,0,1,0,0,0
2,2,0,-1,-1,-1,1,0,0,1,0,0,0,1,1,0,0,0
1,1,0,-1,-1,-1,1,1,0,1,0,0,1,0,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,0,0,1,1,0,0,1,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0
2,2,1,-1,-1,-1,0,1,0,0,0,0,1,0,1,0,0,0
1,1,0,-1,-1,-1,1,1,0,1,0,0,1,0,1,0,0,0
1,1,0,-1,-1,-1,1,1,0,0,0,0,0,1,1,0,0,0
1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,1,0
1,1,0,-1,-1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1,1,0,-1,-1,-1,1,1,0,0,0,0,1,0,1,0,0,0
2,2,1,-1,-1,-1,1,0,0,1,0,1,0,1,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,0,1,1,1,0,0,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0
1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,1,0
1,1,0,-1,-1,-1,0,0,0,0,0,0,1,0,1,0,0,1
2,2,1,-1,-1,-1,1,0,0,0,0,0,0,1,1,0,0,0
0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,1
2,2,1,-1,-1,-1,1,1,0,0,0,0,1,0,1,0,0,0
1,1,-1,-1,-1,-2,1,1,0,0,0,0,0,1,0,1,0,0
1,1,0,-1,-1,-1,0,0,0,0,0,0,1,0,1,0,0,0
1,1,0,-1,-1,-1,1,1,0,0,0,0,0,1,1,0,0,0
1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,1,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,1,0,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,1,0,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,1,0,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,1,0,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,1,0,0,0,1,0,0,0,1
2,2,1,1,-1,-1,0,0,0,0,0,1,1,0,1,1,0,0
0,0,-1,-1,-1,-1,1,1,0,0,0,0,1,0,1,0,0,1
2,2,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0
2,2,1,-1,-1,-1,0,1,0,0,0,0,1,0,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,1,0,0,1,0,0,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,1,0,1,1,1,0,0
2,2,1,-1,-1,-1,0,1,0,0,0,0,1,0,1,0,0,0
1,1,0,-1,-1,-1,1,1,0,0,0,0,0,1,1,0,0,0
1,1,0,0,-1,-1,0,0,0,0,0,0,1,0,1,1,0,0
1,1,0,-1,-1,-1,1,1,0,0,0,0,0,1,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,0,1,1,1,0,0,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0
0,-1,-1,-1,-1,-2,1,0,0,0,1,1,0,1,1,0,0,0
0,0,-1,-1,-1,-1,1,1,1,0,0,0,0,1,0,1,0,0
2,2,1,-1,-1,-1,0,0,0,0,0,0,1,0,1,0,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,1,1,1
-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,1,1,0
1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,1,1,1
-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,1,1,0
1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,1,1,1
-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,1,1,0
1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,1,1,1
1,1,0,-1,-1,-1,1,1,0,1,1,1,0,1,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,0,1,1,0,1,1,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,1,0,1,1,0,0
2,2,1,-1,-1,-1,0,1,0,0,0,0,1,0,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,0,1,0,1,0,1,0,0,1
0,0,-1,-1,-1,-1,1,1,0,0,1,0,1,0,1,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0
1,1,-1,-1,-1,-1,1,1,0,1,0,0,0,1,0,0,0,1
1,1,0,-1,-1,-1,0,0,0,0,1,0,1,0,1,0,0,0
0,0,-1,-1,-1,-1,0,1,0,0,0,1,1,0,0,0,1,0
0,0,-1,-1,-1,-1,1,1,0,0,0,0,1,0,0,0,1,0
2,2,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0
0,-1,-1,-1,-2,-2,1,0,0,0,1,1,0,0,1,1,0,0
1,1,0,-1,-1,-1,1,1,0,0,0,1,0,1,1,0,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,1,0
1,1,-1,-1,-1,-1,1,1,0,0,1,1,0,1,1,0,0,0
1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,1,0
1,1,0,-1,-1,-1,1,1,0,0,0,1,1,0,1,0,0,0
0,-1,-1,-1,-1,-2,1,0,0,0,0,0,0,0,1,1,0,0
0,0,-1,-1,-1,-1,1,1,0,0,0,1,0,1,1,0,1,0
1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,1,1,0,0
-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,1
3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,1
3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,1
3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,1
3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,1
3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,1,1,0
0,0,-1,-1,-1,-1,1,1,0,0,0,0,1,0,0,0,1,0
2,2,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,1
-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,1,0,0,0
1,1,0,-1,-1,-1,0,0,0,0,0,0,1,0,1,1,0,0
0,0,-1,-1,-1,-1,1,1,0,0,1,0,0,1,1,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,1,0,1,1,0,0
2,2,1,-1,-1,-1,1,0,0,0,0,1,0,1,1,0,0,0
3,3,3,3,3,3,1,1,1,1,1,1,0,1,0,1,1,1
-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,1,0
2,2,1,-1,-1,-1,0,1,0,0,0,0,1,0,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,0,0,0,0,1,1,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,1,0,1,1,0,0
1,1,0,-1,-1,-1,1,1,0,1,1,0,1,0,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,0,0,0,1,0,1,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0
2,2,1,-1,-1,-1,0,1,1,0,0,0,1,0,1,0,0,0
2,2,1,-1,-1,-1,0,1,1,1,1,0,1,0,1,0,0,0
0,0,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,1
2,2,1,-1,-1,-1,0,1,0,0,0,0,1,0,1,0,0,0
1,1,-1,-1,-1,-1,1,1,0,0,1,1,0,1,1,0,0,0
1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,1,0
1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,1,0
1,1,0,-1,-1,-1,0,0,0,0,1,1,1,0,1,0,0,0
0,0,-1,-1,-1,-1,1,1,1,0,0,1,1,0,0,1,0,0
2,2,1,1,-1,-1,0,0,0,0,0,1,0,1,1,1,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,1
-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,1,0
-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,1,0
1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,1,1
1,1,0,-1,-1,-1,0,0,0,0,1,1,1,0,1,0,0,0
1,1,0,-1,-1,-1,1,1,0,0,0,0,1,0,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,0,0,0,0,1,1,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,1,0,1,1,0,0
0,0,-1,-1,-1,-1,1,1,0,1,1,0,1,0,0,0,0,1
2,2,1,1,-1,-1,0,0,0,0,0,1,0,1,1,1,0,0
0,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,1,1,0,0
0,0,-1,-1,-1,-1,1,1,0,0,0,0,1,0,0,1,0,1
1,1,-1,-1,-1,-1,1,1,1,0,0,0,1,0,0,0,0,0
1,1,0,-1,-1,-1,0,0,0,0,1,0,0,1,1,0,0,0
2,2,1,0,-1,-1,0,1,1,0,1,0,1,0,1,1,0,0
3,3,3,3,3,3,1,1,1,1,1,1,0,1,1,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,1
3,3,3,3,3,3,1,1,1,1,1,1,0,1,1,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,1
3,3,3,3,3,3,1,1,1,1,1,1,0,1,1,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,1
3,3,3,3,3,3,1,1,1,1,1,1,0,1,1,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,1
3,3,3,3,3,3,1,1,1,1,1,1,0,1,1,1,1,0
-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,1
3,3,3,3,3,3,1,1,1,1,1,1,0,1,1,1,1,0
1,1,-1,-1,-1,-1,1,1,0,0,1,0,1,0,0,0,0,1
1,1,0,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,0,0,0,1,0,0,0,0,1
2,2,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0
1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,0,1
-1,-1,-1,-1,-2,-2,0,0,0,0,1,0,1,0,1,0,0,0
1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,0,1
-1,-1,-1,-1,-2,-2,0,0,0,0,1,0,1,0,1,0,0,0
1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,0,1
-1,-1,-1,-1,-2,-2,0,0,0,0,1,0,1,0,1,0,0,0
1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,0,1
-1,-1,-1,-1,-2,-2,0,0,0,0,1,0,1,0,1,0,0,0
1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,0,1
-1,-1,-1,-1,-2,-2,0,0,0,0,1,0,1,0,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,0,1,1,1,0,0,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0
1,1,-1,-1,-1,-1,1,1,1,0,0,1,1,0,0,1,0,0
1,1,0,-1,-1,-1,0,0,0,0,1,0,0,1,1,0,0,0
0,0,-1,-1,-1,-1,1,1,0,0,0,1,1,0,1,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0
0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,1
2,2,1,-1,-1,-1,0,1,0,0,0,0,1,0,1,0,0,0
0,0,-1,-1,-1,-1,1,0,0,0,1,1,0,1,0,0,0,0
2,2,1,-1,-1,-1,0,1,0,0,0,1,1,0,1,0,0,0
3,3,3,3,1,1,1,1,1,1,1,0,1,0,1,0,1,1
-1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,1,0,0
3,3,3,3,1,1,1,1,1,1,1,0,1,0,1,0,1,1
-1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,1,0,0
3,3,3,3,1,1,1,1,1,1,1,0,1,0,1,0,1,1
-1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,1,0,0
3,3,3,3,1,1,1,1,1,1,1,0,1,0,1,0,1,1
-1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,1,0,0
3,3,3,3,1,1,1,1,1,1,1,0,1,0,1,0,1,1
-1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,1,0,0
1,1,-1,-1,-1,-1,1,1,0,1,1,1,0,1,0,0,0,0
1,1,0,-1,-1,-1,0,0,0,0,1,0,1,0,1,0,0,0
3,3,3,3,3,3,1,1,1,1,1,1,1,0,1,0,1,1
-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,0,1,0,1
1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,1
-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,0,1,0,1
1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,1
-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,0,1,0,1
1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,1
-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,0,1,0,1
1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,1
-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,0,1,0,1
1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,1,0,0
1,1,0,-1,-1,-1,0,0,0,0,0,0,1,0,1,0,1,0
3,3,3,3,2,1,1,1,1,1,0,1,1,0,1,1,1,0
0,0,-1,-1,-1,-1,1,1,0,0,0,1,1,0,1,0,1,0
0,0,-1,-1,-1,-1,1,1,0,0,0,0,1,0,1,0,0,1
1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,0
1,1,0,-1,-1,-1,0,0,0,1,1,0,1,0,1,0,0,0
1,1,0,0,-1,-1,1,1,0,0,0,0,1,0,1,1,0,0
0,0,-1,-1,-1,-1,1,1,0,0,1,0,0,1,0,0,0,0
2,2,1,1,-1,-1,0,0,0,0,0,0,1,0,1,1,0,0
3,3,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
1,1,1,1,-1,-1,1,0,0,1,0,0,1,1,1,0,0,0
3,3,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
1,1,1,1,-1,-1,1,0,0,1,0,0,1,1,1,0,0,0
3,3,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
1,1,1,1,-1,-1,1,0,0,1,0,0,1,1,1,0,0,0
3,3,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
